model_name,pair_id,category,event_kind,branch_t,selection_kind
qwen35_2b,token_cert_blank_line_wrap_0218,micro_blank_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
qwen35_2b,token_cert_double_internal_space_0239,micro_double_internal_space,silent_logit_divergence,10.0,visible_long_prefix
qwen35_2b,token_cert_duplicate_punctuation_0112,micro_duplicate_punctuation,silent_logit_divergence,10.0,visible_long_prefix
qwen35_2b,token_cert_duplicate_small_word_0210,micro_duplicate_small_word,silent_logit_divergence,10.0,visible_long_prefix
qwen35_2b,token_cert_line_wrap_0459,micro_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
qwen35_2b,token_cert_parenthesize_word_0570,micro_parenthesize_word,silent_logit_divergence,10.0,visible_long_prefix
qwen35_2b,token_cert_space_after_punctuation_0388,micro_space_after_punctuation,silent_logit_divergence,10.0,visible_long_prefix
qwen35_2b,token_cert_space_before_punctuation_0354,micro_space_before_punctuation,silent_logit_divergence,10.0,visible_long_prefix
qwen35_2b,token_cert_tab_after_space_0242,micro_tab_after_space,silent_logit_divergence,11.0,visible_long_prefix
qwen35_2b,token_cert_triple_internal_space_0339,micro_triple_internal_space,silent_logit_divergence,10.0,visible_long_prefix
qwen35_2b,token_cert_blank_line_wrap_0042,micro_blank_line_wrap,silent_logit_divergence,18.0,visible_long_prefix
qwen35_2b,token_cert_double_internal_space_0393,micro_double_internal_space,silent_logit_divergence,16.0,visible_long_prefix
qwen35_2b,token_cert_duplicate_punctuation_0106,micro_duplicate_punctuation,silent_logit_divergence,16.0,visible_long_prefix
qwen35_2b,token_cert_duplicate_small_word_0367,micro_duplicate_small_word,silent_logit_divergence,18.0,visible_long_prefix
qwen35_2b,token_cert_line_wrap_0541,micro_line_wrap,silent_logit_divergence,17.0,visible_long_prefix
qwen35_2b,token_cert_parenthesize_word_0416,micro_parenthesize_word,silent_logit_divergence,16.0,visible_long_prefix
qwen35_2b,token_cert_space_before_punctuation_0223,micro_space_before_punctuation,silent_logit_divergence,24.0,visible_long_prefix
qwen35_2b,token_cert_tab_after_space_0522,micro_tab_after_space,silent_logit_divergence,16.0,visible_long_prefix
qwen35_2b,token_cert_triple_internal_space_0228,micro_triple_internal_space,silent_logit_divergence,18.0,visible_long_prefix
qwen35_2b,token_cert_blank_line_wrap_0145,micro_blank_line_wrap,silent_logit_divergence,33.0,visible_long_prefix
qwen35_2b,token_cert_double_internal_space_0503,micro_double_internal_space,silent_logit_divergence,35.0,visible_long_prefix
qwen35_2b,token_cert_duplicate_small_word_0294,micro_duplicate_small_word,silent_logit_divergence,37.0,visible_long_prefix
qwen35_2b,token_cert_line_wrap_0346,micro_line_wrap,silent_logit_divergence,33.0,visible_long_prefix
qwen35_2b,token_cert_parenthesize_word_0061,micro_parenthesize_word,silent_logit_divergence,34.0,visible_long_prefix
qwen35_2b,token_cert_space_before_punctuation_0102,micro_space_before_punctuation,silent_logit_divergence,42.0,visible_long_prefix
qwen35_2b,token_cert_tab_after_space_0458,micro_tab_after_space,silent_logit_divergence,33.0,visible_long_prefix
qwen35_2b,token_cert_triple_internal_space_0082,micro_triple_internal_space,silent_logit_divergence,34.0,visible_long_prefix
qwen35_2b,token_cert_blank_line_wrap_0072,micro_blank_line_wrap,silent_logit_divergence,99.0,visible_long_prefix
qwen35_2b,token_cert_double_internal_space_0095,micro_double_internal_space,silent_logit_divergence,65.0,visible_long_prefix
qwen35_2b,token_cert_duplicate_punctuation_0176,micro_duplicate_punctuation,silent_logit_divergence,73.0,visible_long_prefix
qwen35_2b,token_cert_duplicate_small_word_0193,micro_duplicate_small_word,silent_logit_divergence,78.0,visible_long_prefix
qwen35_2b,token_cert_line_wrap_0448,micro_line_wrap,silent_logit_divergence,78.0,visible_long_prefix
