model_name,pair_id,category,event_kind,branch_t,selection_kind
gemma4_e4b_base,token_cert_blank_line_wrap_0111,micro_blank_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_double_internal_space_0303,micro_double_internal_space,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_punctuation_0154,micro_duplicate_punctuation,silent_logit_divergence,13.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_small_word_0080,micro_duplicate_small_word,silent_logit_divergence,14.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0014,micro_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0079,micro_parenthesize_word,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_after_punctuation_0019,micro_space_after_punctuation,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_before_punctuation_0039,micro_space_before_punctuation,silent_logit_divergence,13.0,visible_long_prefix
gemma4_e4b_base,token_cert_tab_after_space_0159,micro_tab_after_space,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0282,micro_triple_internal_space,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_blank_line_wrap_0311,micro_blank_line_wrap,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_double_internal_space_0259,micro_double_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_punctuation_0106,micro_duplicate_punctuation,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_small_word_0193,micro_duplicate_small_word,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0090,micro_line_wrap,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0163,micro_parenthesize_word,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_after_punctuation_0010,micro_space_after_punctuation,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_before_punctuation_0301,micro_space_before_punctuation,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_tab_after_space_0179,micro_tab_after_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0206,micro_triple_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_blank_line_wrap_0042,micro_blank_line_wrap,silent_logit_divergence,38.0,visible_long_prefix
gemma4_e4b_base,token_cert_double_internal_space_0482,micro_double_internal_space,silent_logit_divergence,38.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_punctuation_0058,micro_duplicate_punctuation,silent_logit_divergence,39.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_small_word_0210,micro_duplicate_small_word,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0246,micro_line_wrap,silent_logit_divergence,33.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0262,micro_parenthesize_word,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_after_punctuation_0213,micro_space_after_punctuation,silent_logit_divergence,43.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_before_punctuation_0156,micro_space_before_punctuation,silent_logit_divergence,39.0,visible_long_prefix
gemma4_e4b_base,token_cert_tab_after_space_0431,micro_tab_after_space,silent_logit_divergence,38.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0190,micro_triple_internal_space,silent_logit_divergence,33.0,visible_long_prefix
gemma4_e4b_base,token_cert_double_internal_space_0493,micro_double_internal_space,silent_logit_divergence,94.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_punctuation_0030,micro_duplicate_punctuation,silent_logit_divergence,66.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_small_word_0278,micro_duplicate_small_word,silent_logit_divergence,105.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0093,micro_line_wrap,silent_logit_divergence,70.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0005,micro_parenthesize_word,silent_logit_divergence,66.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_before_punctuation_0337,micro_space_before_punctuation,silent_logit_divergence,66.0,visible_long_prefix
gemma4_e4b_base,token_cert_tab_after_space_0147,micro_tab_after_space,silent_logit_divergence,69.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0287,micro_triple_internal_space,silent_logit_divergence,66.0,visible_long_prefix
gemma4_e4b_base,token_cert_blank_line_wrap_0195,micro_blank_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_double_internal_space_0180,micro_double_internal_space,silent_logit_divergence,12.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_punctuation_0276,micro_duplicate_punctuation,silent_logit_divergence,14.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0073,micro_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0165,micro_parenthesize_word,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_before_punctuation_0223,micro_space_before_punctuation,silent_logit_divergence,13.0,visible_long_prefix
gemma4_e4b_base,token_cert_tab_after_space_0476,micro_tab_after_space,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0043,micro_triple_internal_space,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e4b_base,token_cert_blank_line_wrap_0357,micro_blank_line_wrap,silent_logit_divergence,23.0,visible_long_prefix
gemma4_e4b_base,token_cert_double_internal_space_0318,micro_double_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_punctuation_0063,micro_duplicate_punctuation,silent_logit_divergence,29.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_small_word_0125,micro_duplicate_small_word,silent_logit_divergence,28.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0453,micro_line_wrap,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0285,micro_parenthesize_word,silent_logit_divergence,17.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_after_punctuation_0349,micro_space_after_punctuation,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_before_punctuation_0020,micro_space_before_punctuation,silent_logit_divergence,18.0,visible_long_prefix
gemma4_e4b_base,token_cert_tab_after_space_0279,micro_tab_after_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0235,micro_triple_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_blank_line_wrap_0386,micro_blank_line_wrap,silent_logit_divergence,39.0,visible_long_prefix
gemma4_e4b_base,token_cert_double_internal_space_0035,micro_double_internal_space,silent_logit_divergence,49.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_punctuation_0091,micro_duplicate_punctuation,silent_logit_divergence,49.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_small_word_0032,micro_duplicate_small_word,silent_logit_divergence,45.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0258,micro_line_wrap,silent_logit_divergence,38.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0447,micro_parenthesize_word,silent_logit_divergence,38.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_after_punctuation_0088,micro_space_after_punctuation,silent_logit_divergence,45.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_before_punctuation_0172,micro_space_before_punctuation,silent_logit_divergence,43.0,visible_long_prefix
gemma4_e4b_base,token_cert_tab_after_space_0053,micro_tab_after_space,silent_logit_divergence,44.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0460,micro_triple_internal_space,silent_logit_divergence,33.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0151,micro_line_wrap,silent_logit_divergence,94.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0362,micro_parenthesize_word,silent_logit_divergence,71.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0375,micro_triple_internal_space,silent_logit_divergence,66.0,visible_long_prefix
gemma4_e4b_base,token_cert_blank_line_wrap_0376,micro_blank_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_double_internal_space_0403,micro_double_internal_space,silent_logit_divergence,13.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_punctuation_0112,micro_duplicate_punctuation,silent_logit_divergence,15.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0226,micro_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0230,micro_parenthesize_word,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_before_punctuation_0240,micro_space_before_punctuation,silent_logit_divergence,13.0,visible_long_prefix
gemma4_e4b_base,token_cert_tab_after_space_0351,micro_tab_after_space,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0241,micro_triple_internal_space,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e4b_base,token_cert_blank_line_wrap_0491,micro_blank_line_wrap,silent_logit_divergence,23.0,visible_long_prefix
gemma4_e4b_base,token_cert_double_internal_space_0363,micro_double_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_punctuation_0182,micro_duplicate_punctuation,silent_logit_divergence,29.0,visible_long_prefix
gemma4_e4b_base,token_cert_duplicate_small_word_0132,micro_duplicate_small_word,silent_logit_divergence,29.0,visible_long_prefix
gemma4_e4b_base,token_cert_line_wrap_0353,micro_line_wrap,silent_logit_divergence,17.0,visible_long_prefix
gemma4_e4b_base,token_cert_parenthesize_word_0497,micro_parenthesize_word,silent_logit_divergence,22.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_after_punctuation_0281,micro_space_after_punctuation,silent_logit_divergence,27.0,visible_long_prefix
gemma4_e4b_base,token_cert_space_before_punctuation_0057,micro_space_before_punctuation,silent_logit_divergence,24.0,visible_long_prefix
gemma4_e4b_base,token_cert_tab_after_space_0310,micro_tab_after_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e4b_base,token_cert_triple_internal_space_0249,micro_triple_internal_space,silent_logit_divergence,16.0,visible_long_prefix
