model_name,pair_id,category,event_kind,branch_t,selection_kind
qwen35_4b,token_cert_blank_line_wrap_0129,micro_blank_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
qwen35_4b,token_cert_double_internal_space_0209,micro_double_internal_space,silent_logit_divergence,11.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_punctuation_0058,micro_duplicate_punctuation,silent_logit_divergence,11.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_small_word_0009,micro_duplicate_small_word,silent_logit_divergence,11.0,visible_long_prefix
qwen35_4b,token_cert_line_wrap_0413,micro_line_wrap,silent_logit_divergence,11.0,visible_long_prefix
qwen35_4b,token_cert_parenthesize_word_0277,micro_parenthesize_word,silent_logit_divergence,10.0,visible_long_prefix
qwen35_4b,token_cert_space_before_punctuation_0102,micro_space_before_punctuation,silent_logit_divergence,13.0,visible_long_prefix
qwen35_4b,token_cert_tab_after_space_0170,micro_tab_after_space,silent_logit_divergence,11.0,visible_long_prefix
qwen35_4b,token_cert_triple_internal_space_0500,micro_triple_internal_space,silent_logit_divergence,11.0,visible_long_prefix
qwen35_4b,token_cert_blank_line_wrap_0266,micro_blank_line_wrap,silent_logit_divergence,16.0,visible_long_prefix
qwen35_4b,token_cert_double_internal_space_0056,micro_double_internal_space,silent_logit_divergence,19.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_punctuation_0247,micro_duplicate_punctuation,silent_logit_divergence,18.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_small_word_0373,micro_duplicate_small_word,silent_logit_divergence,18.0,visible_long_prefix
qwen35_4b,token_cert_line_wrap_0343,micro_line_wrap,silent_logit_divergence,17.0,visible_long_prefix
qwen35_4b,token_cert_parenthesize_word_0047,micro_parenthesize_word,silent_logit_divergence,16.0,visible_long_prefix
qwen35_4b,token_cert_space_before_punctuation_0240,micro_space_before_punctuation,silent_logit_divergence,17.0,visible_long_prefix
qwen35_4b,token_cert_tab_after_space_0347,micro_tab_after_space,silent_logit_divergence,16.0,visible_long_prefix
qwen35_4b,token_cert_triple_internal_space_0273,micro_triple_internal_space,silent_logit_divergence,17.0,visible_long_prefix
qwen35_4b,token_cert_blank_line_wrap_0243,micro_blank_line_wrap,silent_logit_divergence,43.0,visible_long_prefix
qwen35_4b,token_cert_double_internal_space_0069,micro_double_internal_space,silent_logit_divergence,33.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_punctuation_0544,micro_duplicate_punctuation,silent_logit_divergence,34.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_small_word_0210,micro_duplicate_small_word,silent_logit_divergence,34.0,visible_long_prefix
qwen35_4b,token_cert_line_wrap_0483,micro_line_wrap,silent_logit_divergence,34.0,visible_long_prefix
qwen35_4b,token_cert_parenthesize_word_0262,micro_parenthesize_word,silent_logit_divergence,34.0,visible_long_prefix
qwen35_4b,token_cert_space_before_punctuation_0354,micro_space_before_punctuation,silent_logit_divergence,34.0,visible_long_prefix
qwen35_4b,token_cert_tab_after_space_0086,micro_tab_after_space,silent_logit_divergence,33.0,visible_long_prefix
qwen35_4b,token_cert_triple_internal_space_0077,micro_triple_internal_space,silent_logit_divergence,34.0,visible_long_prefix
qwen35_4b,token_cert_blank_line_wrap_0195,micro_blank_line_wrap,silent_logit_divergence,73.0,visible_long_prefix
qwen35_4b,token_cert_double_internal_space_0183,micro_double_internal_space,silent_logit_divergence,67.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_punctuation_0063,micro_duplicate_punctuation,silent_logit_divergence,80.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_small_word_0278,micro_duplicate_small_word,silent_logit_divergence,84.0,visible_long_prefix
qwen35_4b,token_cert_line_wrap_0397,micro_line_wrap,silent_logit_divergence,73.0,visible_long_prefix
qwen35_4b,token_cert_parenthesize_word_0516,micro_parenthesize_word,silent_logit_divergence,73.0,visible_long_prefix
qwen35_4b,token_cert_space_after_punctuation_0388,micro_space_after_punctuation,silent_logit_divergence,70.0,visible_long_prefix
qwen35_4b,token_cert_space_before_punctuation_0329,micro_space_before_punctuation,silent_logit_divergence,124.0,visible_long_prefix
qwen35_4b,token_cert_tab_after_space_0017,micro_tab_after_space,silent_logit_divergence,69.0,visible_long_prefix
qwen35_4b,token_cert_triple_internal_space_0366,micro_triple_internal_space,silent_logit_divergence,65.0,visible_long_prefix
qwen35_4b,token_cert_blank_line_wrap_0466,micro_blank_line_wrap,silent_logit_divergence,10.0,visible_long_prefix
qwen35_4b,token_cert_double_internal_space_0396,micro_double_internal_space,silent_logit_divergence,11.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_punctuation_0030,micro_duplicate_punctuation,silent_logit_divergence,12.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_small_word_0419,micro_duplicate_small_word,silent_logit_divergence,14.0,visible_long_prefix
qwen35_4b,token_cert_line_wrap_0014,micro_line_wrap,silent_logit_divergence,12.0,visible_long_prefix
qwen35_4b,token_cert_parenthesize_word_0320,micro_parenthesize_word,silent_logit_divergence,10.0,visible_long_prefix
qwen35_4b,token_cert_space_before_punctuation_0337,micro_space_before_punctuation,silent_logit_divergence,14.0,visible_long_prefix
qwen35_4b,token_cert_tab_after_space_0025,micro_tab_after_space,silent_logit_divergence,12.0,visible_long_prefix
qwen35_4b,token_cert_triple_internal_space_0190,micro_triple_internal_space,silent_logit_divergence,12.0,visible_long_prefix
qwen35_4b,token_cert_blank_line_wrap_0160,micro_blank_line_wrap,silent_logit_divergence,17.0,visible_long_prefix
qwen35_4b,token_cert_double_internal_space_0578,micro_double_internal_space,silent_logit_divergence,19.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_punctuation_0176,micro_duplicate_punctuation,silent_logit_divergence,29.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_small_word_0261,micro_duplicate_small_word,silent_logit_divergence,19.0,visible_long_prefix
qwen35_4b,token_cert_line_wrap_0036,micro_line_wrap,silent_logit_divergence,19.0,visible_long_prefix
qwen35_4b,token_cert_parenthesize_word_0256,micro_parenthesize_word,silent_logit_divergence,16.0,visible_long_prefix
qwen35_4b,token_cert_space_before_punctuation_0128,micro_space_before_punctuation,silent_logit_divergence,19.0,visible_long_prefix
qwen35_4b,token_cert_tab_after_space_0572,micro_tab_after_space,silent_logit_divergence,17.0,visible_long_prefix
qwen35_4b,token_cert_triple_internal_space_0479,micro_triple_internal_space,silent_logit_divergence,17.0,visible_long_prefix
qwen35_4b,token_cert_blank_line_wrap_0504,micro_blank_line_wrap,silent_logit_divergence,43.0,visible_long_prefix
qwen35_4b,token_cert_double_internal_space_0035,micro_double_internal_space,silent_logit_divergence,34.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_punctuation_0006,micro_duplicate_punctuation,silent_logit_divergence,43.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_small_word_0161,micro_duplicate_small_word,silent_logit_divergence,35.0,visible_long_prefix
qwen35_4b,token_cert_line_wrap_0346,micro_line_wrap,silent_logit_divergence,35.0,visible_long_prefix
qwen35_4b,token_cert_parenthesize_word_0230,micro_parenthesize_word,silent_logit_divergence,35.0,visible_long_prefix
qwen35_4b,token_cert_space_before_punctuation_0099,micro_space_before_punctuation,silent_logit_divergence,35.0,visible_long_prefix
qwen35_4b,token_cert_tab_after_space_0179,micro_tab_after_space,silent_logit_divergence,33.0,visible_long_prefix
qwen35_4b,token_cert_triple_internal_space_0196,micro_triple_internal_space,silent_logit_divergence,34.0,visible_long_prefix
qwen35_4b,token_cert_blank_line_wrap_0350,micro_blank_line_wrap,silent_logit_divergence,82.0,visible_long_prefix
qwen35_4b,token_cert_double_internal_space_0313,micro_double_internal_space,silent_logit_divergence,67.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_punctuation_0445,micro_duplicate_punctuation,silent_logit_divergence,119.0,visible_long_prefix
qwen35_4b,token_cert_duplicate_small_word_0050,micro_duplicate_small_word,silent_logit_divergence,126.0,visible_long_prefix
qwen35_4b,token_cert_line_wrap_0365,micro_line_wrap,silent_logit_divergence,74.0,visible_long_prefix
